西暦（年）,all_people,Volume_sum,Volume_mean,train_year_stooq,train_year+1_stooq,change,UpDown
2015.0,127094745.0,5144176.26137333,21082.689595792344,547.2279262295078,499.364606557377,-47.86331967213084,-1
2010.0,128057352.0,908408.0,3785.033333333333,487.3664999999995,408.1127800829884,-79.2537199170111,-1
2015.0,127094745.0,2683293.0,10997.102459016394,484.6348360655735,432.9397950819674,-51.69504098360608,-1
2015.0,127094745.0,19275069.0,78996.1844262295,338.3245901639346,275.63028688524565,-62.69430327868895,-1
2010.0,128057352.0,80959805.0,1372200.0847457626,123.09854237288135,92.6766816326531,-30.421860740228254,-1
2015.0,127094745.0,22122665.0,90666.65983606558,233.31151639344247,200.9669672131148,-32.344549180327675,-1
2015.0,127094745.0,121892489.0,499559.381147541,466.6320491803282,310.504057377049,-156.1279918032792,-1
2010.0,128057352.0,54953.12324344639,544.0903291430336,1181.835742574258,1156.4228571428573,-25.412885431400582,-1
2015.0,127094745.0,241801.4726923812,1191.1402595683792,2140.097192118225,2045.3822435897448,-94.71494852848014,-1
2010.0,128057352.0,70285.0,524.5149253731344,1544.3848507462678,1484.8329591836732,-59.55189156259462,-1
2015.0,127094745.0,456118.0,2009.3303964757708,2128.8951101321627,2066.3284000000044,-62.56671013215828,-1
